location_id,location_name,date,wind_speed,wind_unit,wind_direction,gust_speed,session
LOC10,"Boracay, Philippines",2024-03-31,6.8 m/s,m/s,south,11.7,allday
LOC06,Cabarete,2023-10-06,7.3,knots,E,5.7,afternoon
LOC03,TARIFA,16 Nov 2023,13.5 knots,knots,NW,18.7,afternoon
LOC06,cabarete,2023-07-18,6.0,knots,southeast,7.4,morning
LOC03,Tarifa,Aug 20 2023,6.1 m/s,m/s,180°,14.9,morning
LOC09,"Lake Garda, Italy",23 Mar 2024,4,beaufort,45°,20.0,morning
LOC07,"Dakhla, Morocco",03/31/2024,19.6 km/h,km/h,180°,12.5,morning
LOC07,DAKHLA,09/20/2023,21.1 knots,knots,SE,23.6,afternoon
LOC05,capetown,02 Feb 2023,17.2,knots,180,,allday
LOC07,Dakhla,2024-01-30,27.3 knots,knots,225°,30.3,afternoon
LOC03,TARIFA,17/04/2024,150.0,knots,east,6.5,afternoon
LOC02,Jeri,17/12/2024,38.9 km/h,km/h,northeast,24.8,allday
LOC08,Ilha Guajiru,2023-12-11,10.9 m/s,m/s,45°,28.9,allday
LOC01,Cumbuco,09/12/2023,20.2,knots,180,26.1,allday
LOC08,"Ilha do Guajiru, Brazil",03/08/2023,20.6 knots,knots,270°,18.2,allday
LOC06,"Cabarete, Dominican Rep.",20/01/2024,6,beaufort,S,30.3,afternoon
LOC04,maui,08/29/2023,24.9,knots,northwest,33.6,allday
LOC03,TARIFA,30 Jun 2024,22.4 knots,knots,SE,16.1,afternoon
LOC01,cumbuco,2024-12-28,25.3 knots,knots,west,33.1,allday
LOC06,"Cabarete, Dominican Rep.",Apr 20 2023,7,beaufort,270°,35.2,afternoon
LOC02,jericoacoara,Sep 03 2023,10.2 m/s,m/s,90,25.6,allday
LOC09,Garda,2023-12-29,4,beaufort,135°,20.2,afternoon
LOC06,Cabarete,26/06/2024,5,beaufort,315,23.3,afternoon
LOC09,Garda,2024-11-29,5,beaufort,S,24.9,morning
LOC04,"Maui, Hawaii",12/09/2024,17.7,knots,135°,23.2,allday
LOC09,"Lake Garda, Italy",09/15/2024,13.3 knots,knots,south,17.7,afternoon
LOC09,Garda,25 Jul 2023,14.8,knots,south,16.7,afternoon
LOC07,DAKHLA,Nov 13 2024,11.7 m/s,m/s,SW,,morning
LOC10,Boracay,2024-12-13,15.0,knots,northeast,17.6,allday
LOC05,capetown,Nov 10 2023,4,beaufort,180°,19.4,allday
LOC02,Jeri,Jul 22 2024,6,beaufort,southeast,14.6,allday
LOC10,Boracay,20 Nov 2024,33.7 km/h,km/h,northeast,23.5,allday
LOC02,Jeri,09 Sep 2024,45.4 km/h,km/h,315,29.7,allday
LOC01,"Cumbuco, Brazil",22/10/2024,19.0 knots,knots,45,21.6,allday
LOC07,DAKHLA,2023-02-03,2,beaufort,45°,12.4,morning
LOC03,"Tarifa, Spain",16 Jan 2023,9.0,knots,315,12.4,morning
LOC06,cabarete,2023-10-29,10.8 m/s,m/s,E,27.4,afternoon
LOC06,"Cabarete, Dominican Rep.",2023-04-26,14.1 m/s,m/s,90°,33.8,afternoon
LOC09,Lago di Garda,03/11/2024,12.1 m/s,m/s,N,26.9,morning
LOC06,Cabarete,03 Feb 2024,1.7 knots,knots,NW,2.2,morning
LOC03,"Tarifa, Spain",03/16/2024,10.8 m/s,m/s,northwest,26.9,afternoon
LOC10,"Boracay, Philippines",2024-06-20,21.7 km/h,km/h,180,8.6,allday
LOC10,"Boracay, Philippines",05/12/2024,17.8 km/h,km/h,east,11.4,allday
LOC07,DAKHLA,2024-09-08,3,beaufort,NW,18.9,morning
LOC02,Jeri,Dec 21 2023,22.8,knots,90,26.0,allday
LOC03,TARIFA,2024-06-29,-5.0,knots,0,8.0,morning
LOC09,"Lake Garda, Italy",12/14/2024,22.9 knots,knots,SW,27.0,morning
LOC09,Garda,11 Feb 2024,16.8,knots,90,19.9,afternoon
LOC06,Cabarete,23/05/2024,-5.0,knots,225°,7.9,morning
LOC04,"Maui, Hawaii",10/30/2023,19.6,knots,315°,27.0,allday
LOC06,"Cabarete, Dominican Rep.",27 Nov 2024,5,beaufort,270°,24.8,afternoon
LOC05,capetown,17 Jan 2024,5,beaufort,45°,24.7,allday
LOC06,Cabarete,Nov 10 2024,11.8 m/s,m/s,north,26.2,afternoon
LOC07,Dakhla,08/03/2024,6,beaufort,south,28.8,afternoon
LOC09,Garda,01/10/2024,8.7,knots,east,11.5,afternoon
LOC09,Lago di Garda,Oct 13 2023,18.8 knots,knots,W,23.1,morning
LOC01,cumbuco,2023-03-09,44.6 km/h,km/h,southwest,28.2,allday
LOC09,Lago di Garda,11 Jul 2023,17.3,knots,135°,22.0,afternoon
LOC01,cumbuco,02/10/2023,41.1 km/h,km/h,south,28.5,allday
LOC03,Tarifa,2024-02-22,17.7,knots,180°,20.6,afternoon
LOC03,Tarifa,04/18/2024,6,beaufort,north,32.0,afternoon
LOC08,"Ilha do Guajiru, Brazil",Nov 26 2024,11.2 m/s,m/s,N,23.9,allday
LOC09,"Lake Garda, Italy",2024-08-19,12.9 knots,knots,northeast,8.4,afternoon
LOC06,Cabarete,Oct 07 2023,2,beaufort,west,12.3,morning
LOC06,"Cabarete, Dominican Rep.",2024-04-27,1,beaufort,south,1.9,morning
LOC06,Cabarete,08 Dec 2024,5,beaufort,135°,24.2,afternoon
LOC07,"Dakhla, Morocco",09/08/2023,3,beaufort,north,15.3,morning
LOC07,Dakhla,2024-08-08,19.5 knots,knots,NW,25.1,afternoon
LOC04,"Maui, Hawaii",05 Jul 2024,9.4 m/s,m/s,45°,23.8,allday
LOC07,DAKHLA,27/05/2024,5.7,knots,NW,7.6,morning
LOC03,"Tarifa, Spain",04/11/2024,19.1 knots,knots,315°,22.3,afternoon
LOC10,"Boracay, Philippines",06/30/2023,21.7 knots,knots,0°,24.9,allday
LOC09,Garda,2023-09-13,6.4 m/s,m/s,south,15.4,afternoon
LOC03,TARIFA,23/06/2024,1,beaufort,northwest,6.8,morning
LOC10,Boracay,06/25/2024,33.0 km/h,km/h,315,24.7,allday
LOC03,TARIFA,Oct 06 2024,6.7 m/s,m/s,135°,18.0,afternoon
LOC07,Dakhla,03/20/2023,11.4 knots,knots,northeast,15.4,morning
LOC10,boracay,Apr 01 2023,8.5 knots,knots,45,10.5,allday
LOC09,"Lake Garda, Italy",06/04/2024,44.4 km/h,km/h,S,28.5,morning
LOC02,jericoacoara,2024-02-17,6,beaufort,315°,24.9,allday
LOC10,Boracay,21 Oct 2024,3,beaufort,SE,15.5,allday
LOC07,Dakhla,12 Nov 2024,8,beaufort,90°,,afternoon
LOC08,Guajiru,2024-07-20,19.1,knots,180,21.9,allday
LOC09,"Lake Garda, Italy",2023-11-09,14.3,knots,northwest,18.4,afternoon
LOC10,"Boracay, Philippines",08/05/2023,23.7 knots,knots,135°,27.3,allday
LOC06,Cabarete,2023-07-05,7.4,knots,180,8.8,morning
LOC06,"Cabarete, Dominican Rep.",Jul 22 2024,7.2,knots,270,4.2,morning
LOC06,"Cabarete, Dominican Rep.",11/29/2024,6,beaufort,0,29.2,afternoon
LOC09,Garda,26 Nov 2023,25.0 knots,knots,90°,32.0,morning
LOC10,"Boracay, Philippines",2023-06-04,7.8 m/s,m/s,E,17.9,allday
LOC07,DAKHLA,20/12/2024,7.2 m/s,m/s,north,16.0,morning
LOC05,capetown,06/12/2023,22.6 knots,knots,E,31.5,allday
LOC10,"Boracay, Philippines",Dec 28 2023,7.6 m/s,m/s,135,10.9,allday
LOC03,"Tarifa, Spain",Jan 29 2024,14.3 knots,knots,west,19.4,morning
LOC06,"Cabarete, Dominican Rep.",25/12/2023,7.4 m/s,m/s,south,16.5,afternoon
LOC03,TARIFA,24 Mar 2024,-5.0,knots,south,25.3,afternoon
LOC06,"Cabarete, Dominican Rep.",2024-06-02,6.2 knots,knots,north,7.7,morning
LOC09,Lago di Garda,2023-02-03,27.2 km/h,km/h,NE,18.2,afternoon
LOC09,"Lake Garda, Italy",Mar 24 2024,20.9 knots,knots,NW,23.2,morning
LOC07,DAKHLA,Oct 11 2024,2,beaufort,90°,12.1,morning
LOC10,boracay,04/09/2023,8.3 m/s,m/s,SE,18.5,allday
LOC05,Cape Town,04/06/2024,68.5 km/h,km/h,45°,45.1,allday
LOC03,"Tarifa, Spain",2023-09-24,17.6,knots,east,21.1,afternoon
LOC09,"Lake Garda, Italy",06 Nov 2024,28.0 knots,knots,45°,34.2,morning
LOC09,Garda,31/07/2024,11.7 m/s,m/s,270°,29.6,morning
LOC07,DAKHLA,27/04/2024,26.6 knots,knots,45°,36.9,afternoon
LOC10,Boracay,May 21 2024,5,beaufort,180,26.3,allday
LOC06,Cabarete,04 Jan 2023,53.3 km/h,km/h,N,38.7,afternoon
LOC07,Dakhla,Aug 26 2024,21.5,knots,west,23.9,afternoon
LOC01,Cumbuco,2024-02-28,12.2 m/s,m/s,180°,27.7,allday
LOC01,cumbuco,08 Oct 2023,12.1 m/s,m/s,E,30.6,allday
LOC03,TARIFA,Aug 24 2023,25.2 km/h,km/h,45°,17.0,morning
LOC01,"Cumbuco, Brazil",Aug 18 2024,6,beaufort,west,27.9,allday
LOC09,Garda,07/04/2024,14.3 m/s,m/s,N,34.1,morning
LOC05,capetown,2023-10-18,24.0 knots,knots,45°,27.9,allday
LOC07,"Dakhla, Morocco",25 Jun 2023,18.6,knots,W,23.9,morning
LOC06,Cabarete,13/10/2024,22.9,knots,90,26.9,afternoon
LOC06,"Cabarete, Dominican Rep.",12/11/2024,9.6 km/h,km/h,NE,6.3,morning
LOC04,"Maui, Hawaii",2024-12-23,20.0,knots,S,26.2,allday
LOC07,DAKHLA,10/06/2024,23.2 knots,knots,315°,29.4,afternoon
LOC02,jericoacoara,Apr 19 2023,32.4 km/h,km/h,0,22.3,allday
LOC06,"Cabarete, Dominican Rep.",04/30/2023,8.3,knots,S,5.1,morning
LOC09,"Lake Garda, Italy",2023-03-08,33.3 km/h,km/h,northwest,23.3,afternoon
LOC01,"Cumbuco, Brazil",May 22 2023,35.2 km/h,km/h,W,23.0,allday
LOC03,Tarifa,08/04/2024,41.5 km/h,km/h,SE,25.9,afternoon
LOC07,"Dakhla, Morocco",Mar 30 2024,6,beaufort,north,26.8,afternoon
LOC09,Garda,Jun 03 2023,4,beaufort,east,15.6,afternoon
LOC02,"Jericoacoara, Brazil",10/08/2024,22.5 knots,knots,180°,,allday
LOC05,capetown,17 Feb 2023,4,beaufort,90,19.7,allday
LOC09,Lago di Garda,09/30/2024,11.9 km/h,km/h,N,7.7,afternoon
LOC09,Garda,04/01/2023,15.2,knots,225°,17.7,afternoon
LOC07,"Dakhla, Morocco",2023-10-13,30.2 km/h,km/h,135°,19.8,morning
LOC10,Boracay,2023-09-29,15.3 knots,knots,0,18.3,allday
LOC06,Cabarete,07/11/2023,5,beaufort,135,,afternoon
LOC05,"Cape Town, South Africa",01 Jul 2023,14.3 m/s,m/s,0°,31.3,allday
LOC02,Jeri,02/12/2024,18.9,knots,135,21.8,allday
LOC03,TARIFA,2024-02-16,19.0 knots,knots,180°,22.5,afternoon
LOC08,"Ilha do Guajiru, Brazil",May 01 2023,25.1,knots,northeast,10.5,allday
LOC09,Garda,2023-06-25,16.1 km/h,km/h,south,11.3,afternoon
LOC03,"Tarifa, Spain",2023-06-26,53.0 km/h,km/h,S,36.8,afternoon
LOC05,Cape Town,11/08/2023,33.3,knots,NE,38.8,allday
LOC09,Lago di Garda,14 Mar 2024,48.2 km/h,km/h,E,33.4,morning
LOC06,cabarete,May 25 2023,9.0 knots,knots,SE,6.6,morning
LOC08,Ilha Guajiru,11 Nov 2023,-5.0,knots,NE,29.2,allday
LOC01, Cumbuco,04 Apr 2024,8.8 m/s,m/s,90°,9.2,allday
LOC07,Dakhla,11 Jun 2023,6,beaufort,NW,27.7,afternoon
LOC10,Boracay,04/04/2024,40.7 km/h,km/h,north,28.4,allday
LOC02,jericoacoara,2023-08-06,11.6 m/s,m/s,west,26.1,allday
LOC05,"Cape Town, South Africa",15 Mar 2023,17.5,knots,135,22.8,allday
LOC02,Jeri,2024-08-28,23.0 knots,knots,90°,25.7,allday
LOC07,Dakhla,17/10/2023,20.0 km/h,km/h,northwest,12.1,morning
LOC06,cabarete,16/05/2023,5.1 knots,knots,south,6.1,morning
LOC08,"Ilha do Guajiru, Brazil",15/04/2023,5,beaufort,0°,27.5,allday
LOC07,DAKHLA,2023-09-05,7.9 m/s,m/s,N,11.7,morning
LOC07,"Dakhla, Morocco",22/02/2023,24.1,knots,N,31.7,afternoon
LOC07,DAKHLA,02/27/2023,19.6 knots,knots,270,27.2,morning
LOC07,DAKHLA,05/05/2023,5.5,knots,NW,6.8,morning
LOC01,cumbuco,17 Mar 2024,14.7 knots,knots,90°,20.1,allday
LOC07,DAKHLA,09 Mar 2024,25.7 km/h,km/h,135°,8.4,afternoon
LOC03,TARIFA,26 Mar 2023,7.2 m/s,m/s,W,19.1,morning
LOC03,"Tarifa, Spain",2024-02-07,13.5 km/h,km/h,northwest,9.4,morning
LOC01, Cumbuco,10/01/2024,5,beaufort,90°,23.1,allday
LOC06,cabarete,05/10/2023,24.8,knots,135,27.5,afternoon
LOC05,capetown,2023-07-23,3,beaufort,225°,15.6,allday
LOC10,Boracay,11/02/2023,10.0 knots,knots,315,13.0,allday
LOC07,Dakhla,26 Jun 2023,6.7 m/s,m/s,0°,16.4,morning
LOC05,"Cape Town, South Africa",2024-08-15,48.5 km/h,km/h,north,31.6,allday
LOC09,Lago di Garda,Dec 08 2024,5,beaufort,225°,26.1,morning
LOC07,Dakhla,2023-10-04,10.5,knots,east,14.4,morning
LOC03,TARIFA,17 Jun 2024,5,beaufort,south,21.6,afternoon
LOC03,"Tarifa, Spain",2023-09-20,27.6 km/h,km/h,southwest,18.9,morning
LOC02,jericoacoara,06/12/2023,6,beaufort,NE,,allday
LOC01,"Cumbuco, Brazil",05 Jun 2023,150.0,knots,0,24.3,allday
LOC03,TARIFA,2024-03-06,23.4 knots,knots,180°,26.0,afternoon
LOC02,"Jericoacoara, Brazil",Jul 24 2023,17.9 knots,knots,S,22.0,allday
LOC06,Cabarete,Apr 21 2023,6.5 knots,knots,NW,9.0,morning
LOC02,jericoacoara,12/25/2023,47.2 km/h,km/h,225,32.9,allday
LOC07,"Dakhla, Morocco",2023-05-09,14.8 m/s,m/s,315°,32.4,afternoon
LOC07,Dakhla,08 Nov 2023,13.2 m/s,m/s,45,33.0,afternoon
LOC04,maui,14 Feb 2023,7.0 m/s,m/s,N,17.4,allday
LOC01, Cumbuco,12/24/2024,15.8,knots,northwest,18.1,allday
LOC06,Cabarete,Jan 14 2023,4.6 m/s,m/s,315,11.8,morning
LOC02,jericoacoara,07/19/2023,10.7 m/s,m/s,180°,26.5,allday
LOC04,Maui,2023-01-14,26.5 km/h,km/h,45,18.7,allday
LOC03,"Tarifa, Spain",05/01/2023,18.3 km/h,km/h,SE,13.4,morning
LOC07,Dakhla,30 Apr 2024,6,beaufort,45,26.4,afternoon
LOC09,Garda,16/04/2024,28.7 km/h,km/h,east,20.7,afternoon
LOC07,DAKHLA,11/09/2023,2,beaufort,W,11.9,morning
LOC02,Jeri,Jun 14 2023,28.0,knots,S,34.6,allday
LOC04,"Maui, Hawaii",2023-12-18,28.2 km/h,km/h,south,21.1,allday
LOC03,"Tarifa, Spain",2024-03-22,3.1 m/s,m/s,south,7.0,morning
LOC07,Dakhla,Oct 14 2024,12.0 knots,knots,SE,13.5,morning
LOC09,Garda,Apr 13 2024,30.7 km/h,km/h,northwest,22.7,afternoon
LOC09,Garda,18 Apr 2023,4,beaufort,S,17.8,afternoon
LOC10,boracay,27/10/2024,10.4 m/s,m/s,45,23.1,allday
LOC06,cabarete,07 Dec 2023,9.1 km/h,km/h,45,6.1,morning
LOC07,DAKHLA,26/11/2023,4,beaufort,225°,19.0,morning
LOC05,Cape Town,24/05/2024,31.1,knots,north,41.6,allday
LOC10,"Boracay, Philippines",05 Jun 2023,16.0,knots,180°,18.3,allday
LOC03,"Tarifa, Spain",2023-05-21,22.7,knots,0°,10.4,afternoon
LOC03,"Tarifa, Spain",13 May 2023,16.3 km/h,km/h,315°,6.2,morning
LOC10,"Boracay, Philippines",05 Sep 2024,5.0 m/s,m/s,N,11.3,allday
LOC10,Boracay,04/11/2024,15.1 knots,knots,south,17.1,allday
LOC04,"Maui, Hawaii",19 Jan 2024,13.9 m/s,m/s,90°,34.2,allday
LOC09,Lago di Garda,Oct 06 2023,23.8,knots,270,31.4,morning
LOC05,Cape Town,2023-07-24,5.9 km/h,km/h,N,3.6,allday
LOC07,"Dakhla, Morocco",11/09/2023,30.0 km/h,km/h,0,19.2,afternoon
LOC04,maui,28/03/2024,11.7 m/s,m/s,90°,27.8,allday
LOC10,boracay,09 Mar 2024,9.5 m/s,m/s,90,8.5,allday
LOC02,jericoacoara,2023-09-12,25.4,knots,180°,33.0,allday
LOC03,TARIFA,13/07/2023,21.0 knots,knots,south,23.1,afternoon
LOC06,cabarete,17 Apr 2023,22.7 knots,knots,315,31.4,afternoon
LOC01, Cumbuco,10/08/2024,25.0,knots,0,34.6,allday
LOC10,boracay,2024-11-12,13.4,knots,east,17.9,allday
LOC06,Cabarete,26 Dec 2023,19.2,knots,S,24.5,afternoon
LOC06,Cabarete,May 08 2024,12.2 m/s,m/s,S,31.8,afternoon
LOC09,Lago di Garda,Nov 25 2023,5,beaufort,225,22.6,morning
LOC10,boracay,13/03/2024,0.0,knots,SE,20.2,allday
LOC07,DAKHLA,02/09/2023,7.4 m/s,m/s,N,18.2,morning
LOC06,Cabarete,2024-07-16,9.3 m/s,m/s,southeast,22.7,afternoon
LOC04,maui,05 Apr 2023,4,beaufort,south,13.0,allday
LOC10,"Boracay, Philippines",07/07/2023,6,beaufort,315°,23.5,allday
LOC06,cabarete,Aug 01 2024,12.1,knots,NE,14.0,morning
LOC09,Garda,25/07/2024,2,beaufort,270°,9.4,afternoon
LOC08,"Ilha do Guajiru, Brazil",Apr 30 2024,30.6 km/h,km/h,N,19.0,allday
LOC09,"Lake Garda, Italy",04/20/2023,32.4 km/h,km/h,NE,23.7,morning
LOC09,"Lake Garda, Italy",05 Sep 2024,16.0,knots,225°,19.6,afternoon
LOC06,Cabarete,Aug 20 2024,5,beaufort,SE,27.8,afternoon
LOC04,maui,23/10/2024,18.6 knots,knots,north,9.5,allday
LOC02,jericoacoara,Oct 26 2024,43.0 km/h,km/h,SW,28.2,allday
LOC01, Cumbuco,Sep 22 2023,44.1 km/h,km/h,NE,28.7,allday
LOC08,"Ilha do Guajiru, Brazil",2024-01-26,6,beaufort,NE,29.8,allday
LOC04,Maui,10/13/2024,17.5 knots,knots,270,21.1,allday
LOC07,"Dakhla, Morocco",2024-06-10,3,beaufort,SW,13.4,morning
LOC09,Lago di Garda,04/30/2023,25.0 km/h,km/h,northwest,18.1,afternoon
LOC07,DAKHLA,May 13 2024,16.3 km/h,km/h,90°,10.1,morning
LOC04,"Maui, Hawaii",23 Jun 2023,13.5 knots,knots,west,16.6,allday
LOC08,"Ilha do Guajiru, Brazil",10/23/2023,10.1 m/s,m/s,NW,26.4,allday
LOC09,Garda,04 Mar 2024,22.1 knots,knots,180°,28.4,morning
LOC06,Cabarete,30/11/2023,41.7 km/h,km/h,SW,27.7,afternoon
LOC09,"Lake Garda, Italy",2024-01-01,24.6 km/h,km/h,N,15.2,morning
LOC05,"Cape Town, South Africa",2023-08-26,44.3 km/h,km/h,0,10.8,allday
LOC09,Garda,18/12/2024,5,beaufort,45°,27.2,morning
LOC03,TARIFA,04/28/2024,10.8,knots,180,8.1,morning
LOC07,DAKHLA,30/08/2023,4.3 m/s,m/s,SE,11.1,morning
LOC09,Garda,15 Feb 2024,11.4,knots,south,15.0,morning
LOC05,Cape Town,26 Mar 2023,11.5 m/s,m/s,northeast,,allday
LOC01,cumbuco,Sep 04 2023,150.0,knots,225,23.7,allday
LOC03,TARIFA,22 Mar 2023,0.0,knots,SW,9.3,morning
LOC10,boracay,28/08/2024,8.6 m/s,m/s,90,21.6,allday
LOC03,"Tarifa, Spain",Feb 03 2023,7,beaufort,180°,31.1,afternoon
LOC09,Garda,05 Oct 2023,16.6 knots,knots,northeast,20.6,afternoon
LOC02,"Jericoacoara, Brazil",Jul 12 2023,13.4 m/s,m/s,45,36.4,allday
LOC09,"Lake Garda, Italy",08 Apr 2023,57.0 km/h,km/h,N,36.0,morning
LOC08,"Ilha do Guajiru, Brazil",03/17/2023,38.5 km/h,km/h,90°,24.2,allday
LOC06,cabarete,2023-01-04,15.7 km/h,km/h,north,10.2,morning
LOC01,cumbuco,10/31/2024,22.1,knots,270°,25.7,allday
LOC04,Maui,12/09/2024,5,beaufort,135°,21.1,allday
LOC06,cabarete,2024-01-11,9.3 km/h,km/h,south,6.3,morning
LOC03,"Tarifa, Spain",27/08/2023,11.2 knots,knots,270°,14.1,morning
LOC08,Ilha Guajiru,23/01/2023,11.7 m/s,m/s,270°,26.5,allday
LOC10,Boracay,Nov 06 2023,14.1,knots,315°,18.4,allday
LOC06,cabarete,2024-03-21,9.2,knots,315°,11.7,morning
LOC07,"Dakhla, Morocco",Nov 26 2024,19.8 knots,knots,315,12.8,afternoon
LOC05,Cape Town,28 Nov 2023,66.1 km/h,km/h,S,47.2,allday
LOC07,Dakhla,08/05/2024,22.0,knots,SE,29.0,afternoon
LOC07,"Dakhla, Morocco",2023-04-28,3,beaufort,90°,13.5,morning
LOC06,cabarete,04 Oct 2024,28.3,knots,S,31.3,afternoon
LOC03,TARIFA,09/23/2024,8.3,knots,SE,11.2,morning
LOC03,Tarifa,01/08/2024,18.0 m/s,m/s,225°,42.4,afternoon
LOC07,Dakhla,2023-02-13,12.1 knots,knots,90°,14.3,morning
LOC03,"Tarifa, Spain",2023-06-23,9.5 m/s,m/s,S,22.0,afternoon
LOC07,Dakhla,2023-12-25,6,beaufort,SW,,afternoon
LOC04,maui,2023-04-28,21.8,knots,SW,30.5,allday
LOC07,Dakhla,11/01/2024,-5.0,knots,SW,27.2,afternoon
LOC03,TARIFA,Mar 12 2024,7,beaufort,north,38.4,afternoon
LOC08,Guajiru,19 Sep 2024,36.1 km/h,km/h,southeast,24.7,allday
LOC05,Cape Town,2023-03-05,150.0,knots,225°,,allday
LOC01,"Cumbuco, Brazil",18 Nov 2024,24.5,knots,315,32.8,allday
LOC07,"Dakhla, Morocco",20 Apr 2023,33.3 km/h,km/h,south,21.8,afternoon
LOC07,"Dakhla, Morocco",10/01/2024,9.8 m/s,m/s,N,25.6,afternoon
LOC01, Cumbuco,04 Sep 2024,18.5 knots,knots,W,22.0,allday
LOC10,Boracay,25 Jun 2023,17.9,knots,N,24.4,allday
LOC07,Dakhla,11/18/2024,7,beaufort,315,31.6,afternoon
LOC09,"Lake Garda, Italy",May 05 2023,22.2,knots,225,27.2,morning
LOC04,"Maui, Hawaii",2023-11-01,17.2,knots,45,21.4,allday
LOC03,TARIFA,2024-02-21,6,beaufort,S,26.5,afternoon
LOC10,boracay,12/07/2024,29.4 km/h,km/h,270,21.3,allday
LOC07,DAKHLA,Feb 23 2024,19.5,knots,180,22.6,afternoon
LOC05,capetown,23/05/2024,7.3,knots,0°,8.7,allday
LOC03,Tarifa,2023-08-21,5.4,knots,135,6.5,morning
LOC10,Boracay,Mar 22 2024,20.6 km/h,km/h,S,14.2,allday
LOC01,Cumbuco,2023-10-10,17.1,knots,45,23.4,allday
LOC01, Cumbuco,09/16/2023,8.3 m/s,m/s,SE,,allday
LOC04,maui,2023-01-29,15.6,knots,SW,19.7,allday
LOC10,Boracay,Dec 03 2023,3,beaufort,90,12.5,allday
LOC06,cabarete,20/10/2023,11.6 m/s,m/s,NW,28.8,afternoon
LOC03,TARIFA,2024-11-25,0.0 knots,knots,SE,0.0,morning
LOC07,Dakhla,Jan 04 2024,39.1 km/h,km/h,SE,,afternoon
LOC04,"Maui, Hawaii",19/03/2024,10.6,knots,135,12.1,allday
LOC04,maui,21 Sep 2024,-5.0,knots,0,27.5,allday
LOC06,"Cabarete, Dominican Rep.",13 Apr 2023,37.0 km/h,km/h,north,24.1,afternoon
LOC10,boracay,Aug 02 2024,30.7 km/h,km/h,SW,21.5,allday
LOC07,Dakhla,28 Mar 2024,19.2,knots,E,23.3,afternoon
LOC06,cabarete,30 Apr 2024,11.1 m/s,m/s,135,17.8,afternoon
LOC06,Cabarete,03/08/2024,13.3 m/s,m/s,west,34.3,afternoon
LOC03,Tarifa,01/03/2024,25.0 knots,knots,45°,30.9,afternoon
LOC07,DAKHLA,16/05/2023,13.6 m/s,m/s,90°,22.7,afternoon
LOC06,Cabarete,29 May 2023,3.8,knots,225,3.0,morning
LOC06,"Cabarete, Dominican Rep.",Nov 18 2023,2,beaufort,315,5.2,morning
LOC07,"Dakhla, Morocco",04/04/2024,6.2 m/s,m/s,270°,15.7,morning
LOC10,Boracay,2023-08-23,26.7 km/h,km/h,270,19.7,allday
LOC08,Ilha Guajiru,25 May 2024,8.4 m/s,m/s,45°,19.1,allday
LOC01,"Cumbuco, Brazil",2024-04-29,13.1,knots,N,14.9,allday
LOC03,Tarifa,Jan 24 2024,16.9 knots,knots,northwest,23.1,afternoon
LOC06,"Cabarete, Dominican Rep.",06/13/2024,-5.0,knots,south,,morning
LOC09,Lago di Garda,Jun 26 2024,4,beaufort,SW,19.8,afternoon
LOC03,"Tarifa, Spain",14 Jul 2024,19.8 knots,knots,NW,27.1,afternoon
LOC01, Cumbuco,Jan 08 2023,22.3,knots,southwest,30.7,allday
LOC05,capetown,01/31/2023,12.3,knots,90,,allday
LOC07,Dakhla,2023-11-06,0.0,knots,315,30.9,afternoon
LOC10,"Boracay, Philippines",03/10/2023,3,beaufort,315°,12.7,allday
LOC06,cabarete,09/16/2023,3.9,knots,270,4.5,morning
LOC06,Cabarete,Jan 23 2023,3,beaufort,E,,morning
LOC09,Garda,2024-09-28,4,beaufort,0,20.0,afternoon
LOC06,Cabarete,Aug 17 2024,4.5 m/s,m/s,S,11.3,morning
LOC06,cabarete,04/14/2024,30.7 km/h,km/h,west,21.2,afternoon
LOC03,TARIFA,May 11 2024,5.9,knots,northeast,8.2,morning
LOC07,"Dakhla, Morocco",Apr 21 2024,20.7 km/h,km/h,270°,15.6,morning
LOC03,"Tarifa, Spain",2023-07-10,30.9 km/h,km/h,south,21.9,morning
LOC08,Ilha Guajiru,16 Dec 2023,28.7 km/h,km/h,0°,17.4,allday
LOC07,"Dakhla, Morocco",30 May 2024,13.5,knots,135,15.9,morning
LOC10,"Boracay, Philippines",2024-07-01,14.7,knots,northeast,8.8,allday
LOC03,Tarifa,2024-02-25,30.4 km/h,km/h,north,19.5,morning
LOC02,"Jericoacoara, Brazil",10/08/2023,43.2 km/h,km/h,N,31.7,allday
LOC03,Tarifa,02/27/2023,9.9 m/s,m/s,southeast,25.5,afternoon
LOC08,Guajiru,11 Jan 2023,10.2 m/s,m/s,S,23.4,allday
LOC02,jericoacoara,12/03/2023,26.7 knots,knots,90,,allday
LOC03,Tarifa,06/10/2023,9.4 m/s,m/s,E,21.0,afternoon
LOC05,capetown,10/12/2023,0.0,knots,N,29.0,allday
LOC09,Garda,18/12/2024,8.2 m/s,m/s,135,19.7,afternoon
LOC07,DAKHLA,Jan 30 2023,14.4,knots,N,18.1,afternoon
LOC09,Garda,18 Jan 2024,22.4 knots,knots,southwest,,morning
LOC06,cabarete,Apr 03 2023,8.0 knots,knots,NW,11.1,morning
LOC10,boracay,25 Aug 2023,23.0 km/h,km/h,45°,16.7,allday
LOC07,Dakhla,Dec 01 2024,10.7 m/s,m/s,315,25.6,afternoon
LOC05,capetown,08/29/2023,13.4 m/s,m/s,south,30.8,allday
LOC10,"Boracay, Philippines",2023-11-24,15.5 knots,knots,0°,21.5,allday
